State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price
Andhra Pradesh,Kurnool,Kurnool APMC,Green Chilli,Other,FAQ,30/01/2026,3579.32,4267.62,3817.62
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Onion,Other,FAQ,30/01/2026,1885.05,2263.68,2133.88
Telangana,Warangal,Warangal APMC,Green Chilli,Other,FAQ,30/01/2026,4489.03,5355.65,4937.89
Maharashtra,Pune,Pune APMC,Bitter gourd,Other,FAQ,30/01/2026,3324.73,4157.58,3656.95
Karnataka,Bangalore,Bangalore APMC,Banana,Other,FAQ,30/01/2026,2335.63,3097.81,2597.26
Punjab,Bathinda,Bathinda APMC,Orange,Other,FAQ,30/01/2026,3383.59,4139.96,3600.66
Rajasthan,Jaipur,Jaipur APMC,Cotton,Other,Local,30/01/2026,5316.94,6998.0,6197.76
Tamil Nadu,Trichy,Trichy APMC,Grapes,Other,FAQ,30/01/2026,4886.6,5874.72,5331.17
Uttar Pradesh,Kanpur,Kanpur APMC,Cauliflower,Other,FAQ,30/01/2026,1635.13,1955.92,1748.58
Andhra Pradesh,Vijayawada,Vijayawada APMC,Onion,Other,FAQ,30/01/2026,1581.49,2141.9,1860.19
Gujarat,Surat,Surat APMC,Mustard,Other,FAQ,30/01/2026,4500.03,6138.07,5280.83
Tamil Nadu,Trichy,Trichy APMC,Tea,Other,FAQ,30/01/2026,2768.36,3362.11,2984.2
Uttar Pradesh,Varanasi,Varanasi APMC,Cauliflower,Other,Local,30/01/2026,1576.91,2022.93,1760.32
Telangana,Hyderabad,Hyderabad APMC,Green Chilli,Other,FAQ,30/01/2026,4119.95,5041.07,4561.71
Tamil Nadu,Chennai,Chennai APMC,Bhindi(Ladies Finger),Other,FAQ,30/01/2026,2818.0,3569.68,3261.72
Tamil Nadu,Salem,Salem APMC,Grapes,Other,Local,30/01/2026,5363.38,6353.87,5956.34
Assam,Nagaon,Nagaon APMC,Ginger(Green),Other,FAQ,30/01/2026,4637.91,5847.3,5275.34
Uttar Pradesh,Kanpur,Kanpur APMC,Bengal Gram(Gram)(Whole),Other,FAQ,30/01/2026,5068.19,6362.99,5428.35
Andhra Pradesh,Vijayawada,Vijayawada APMC,Papaya,Other,FAQ,30/01/2026,1709.56,2236.87,1930.11
Chhattisgarh,Bhilai,Bhilai APMC,Paddy(Common),Other,FAQ,30/01/2026,1610.61,2103.19,1759.0
Karnataka,Belgaum,Belgaum APMC,Sweet Potato,Other,Local,30/01/2026,1854.57,2281.14,2012.47
Telangana,Khammam,Khammam APMC,Cotton,Other,Local,30/01/2026,4935.07,6425.81,5417.37
Maharashtra,Kolhapur,Kolhapur APMC,Bottle gourd,Other,Local,30/01/2026,972.57,1214.76,1127.23
Karnataka,Mysore,Mysore APMC,Banana,Other,Local,30/01/2026,2436.7,3176.02,2836.55
Andhra Pradesh,Vijayawada,Vijayawada APMC,Green Gram (Moong)(Whole),Other,FAQ,30/01/2026,6672.91,8308.68,7072.79
Andhra Pradesh,Kurnool,Kurnool APMC,Bhindi(Ladies Finger),Other,FAQ,30/01/2026,2882.28,3777.68,3152.3
Tamil Nadu,Coimbatore,Coimbatore APMC,Grapes,Other,Local,30/01/2026,5012.02,6739.75,5730.2
Andhra Pradesh,Tirupati,Tirupati APMC,Onion,Other,FAQ,30/01/2026,2046.44,2556.09,2275.91
Maharashtra,Nagpur,Nagpur APMC,Sweet Potato,Other,FAQ,30/01/2026,1572.2,1916.89,1808.96
Andhra Pradesh,Vijayawada,Vijayawada APMC,Green Chilli,Other,FAQ,30/01/2026,3499.66,4605.53,4052.75
Gujarat,Ahmedabad,Ahmedabad APMC,Papaya,Other,FAQ,30/01/2026,1931.25,2386.38,2128.71
Uttar Pradesh,Lucknow,Lucknow APMC,Potato,Other,FAQ,30/01/2026,1285.58,1539.14,1414.96
Karnataka,Belgaum,Belgaum APMC,Grapes,Other,FAQ,30/01/2026,4828.46,6160.84,5468.57
Bihar,Gaya,Gaya APMC,Cauliflower,Other,FAQ,30/01/2026,1662.6,1943.03,1755.74
West Bengal,Durgapur,Durgapur APMC,Mustard,Other,FAQ,30/01/2026,4098.95,5170.96,4623.66
Kerala,Thrissur,Thrissur APMC,Tea,Other,Local,30/01/2026,2587.62,3231.65,2859.0
Karnataka,Bangalore,Bangalore APMC,Green Gram (Moong)(Whole),Other,Local,30/01/2026,6279.38,7673.57,6870.53
Karnataka,Bangalore,Bangalore APMC,Bhindi(Ladies Finger),Other,FAQ,30/01/2026,2173.43,2873.0,2423.03
Bihar,Bhagalpur,Bhagalpur APMC,Paddy(Common),Other,FAQ,30/01/2026,1902.38,2431.26,2067.88
Maharashtra,Kolhapur,Kolhapur APMC,Cotton,Other,FAQ,30/01/2026,5200.0,6880.62,6090.55
Tamil Nadu,Trichy,Trichy APMC,Brinjal,Other,Local,30/01/2026,1826.07,2331.48,1979.28
Maharashtra,Pune,Pune APMC,Bottle gourd,Other,FAQ,30/01/2026,1336.48,1592.14,1432.0
Kerala,Kochi,Kochi APMC,Banana,Other,FAQ,30/01/2026,2416.23,3332.63,2819.5
Gujarat,Surat,Surat APMC,Papaya,Other,FAQ,30/01/2026,2006.8,2727.23,2288.83
Odisha,Sambalpur,Sambalpur APMC,Ginger(Green),Other,FAQ,30/01/2026,4132.38,5117.16,4857.07
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Bengal Gram(Gram)(Whole),Other,FAQ,30/01/2026,4024.24,5024.6,4615.32
Bihar,Muzaffarpur,Muzaffarpur APMC,Paddy(Common),Other,FAQ,30/01/2026,1652.3,2045.63,1890.18
Maharashtra,Mumbai,Mumbai APMC,Sweet Potato,Other,FAQ,30/01/2026,1507.01,1925.86,1685.42
Maharashtra,Kolhapur,Kolhapur APMC,Green Gram (Moong)(Whole),Other,Local,30/01/2026,6557.2,8836.12,7657.2
Karnataka,Mysore,Mysore APMC,Bhindi(Ladies Finger),Other,FAQ,30/01/2026,2493.91,2937.16,2707.15
Uttar Pradesh,Kanpur,Kanpur APMC,Potato,Other,FAQ,30/01/2026,1421.05,1909.12,1638.61
Uttar Pradesh,Meerut,Meerut APMC,Cauliflower,Other,Local,30/01/2026,1575.08,1818.55,1705.74
Andhra Pradesh,Vijayawada,Vijayawada APMC,Bengal Gram(Gram)(Whole),Other,FAQ,30/01/2026,4857.73,6347.71,5583.43
Telangana,Hyderabad,Hyderabad APMC,Cotton,Other,FAQ,30/01/2026,5370.42,7515.4,6269.91
Andhra Pradesh,Guntur,Guntur APMC,Green Chilli,Other,FAQ,30/01/2026,4367.18,5191.75,4851.21
Andhra Pradesh,Tirupati,Tirupati APMC,Papaya,Other,FAQ,30/01/2026,2064.29,2820.16,2416.89
Maharashtra,Nagpur,Nagpur APMC,Bottle gourd,Other,Local,30/01/2026,1080.43,1369.88,1223.51
Karnataka,Mangalore,Mangalore APMC,Banana,Other,FAQ,30/01/2026,2497.6,3083.78,2900.26
Karnataka,Hubli,Hubli APMC,Green Gram (Moong)(Whole),Other,FAQ,30/01/2026,6697.23,8779.79,7686.3
Tamil Nadu,Salem,Salem APMC,Bhindi(Ladies Finger),Other,Local,30/01/2026,2569.75,3435.65,2974.16
Bihar,Darbhanga,Darbhanga APMC,Paddy(Common),Other,FAQ,30/01/2026,1665.45,2034.43,1839.73
Maharashtra,Nashik,Nashik APMC,Sweet Potato,Other,FAQ,30/01/2026,1561.68,1897.18,1696.15
Assam,Dibrugarh,Dibrugarh APMC,Ginger(Green),Other,Local,30/01/2026,5235.86,6706.41,5964.22
Uttar Pradesh,Meerut,Meerut APMC,Bengal Gram(Gram)(Whole),Other,Local,30/01/2026,4522.67,5751.89,4964.68
Assam,Guwahati,Guwahati APMC,Ginger(Green),Other,FAQ,30/01/2026,6133.15,7598.55,6565.67
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Green Chilli,Other,FAQ,30/01/2026,3389.82,4239.46,3796.92
Telangana,Warangal,Warangal APMC,Cotton,Other,FAQ,30/01/2026,5963.38,6992.2,6453.9
West Bengal,Asansol,Asansol APMC,Mustard,Other,FAQ,30/01/2026,4112.22,5180.8,4574.28
Kerala,Kozhikode,Kozhikode APMC,Tea,Other,FAQ,30/01/2026,2579.71,2956.01,2803.63
Andhra Pradesh,Kurnool,Kurnool APMC,Onion,Other,FAQ,30/01/2026,1894.72,2391.6,2106.17
Tamil Nadu,Chennai,Chennai APMC,Grapes,Other,FAQ,30/01/2026,4903.63,6398.81,5653.5
Bihar,Patna,Patna APMC,Cauliflower,Other,FAQ,30/01/2026,1589.26,2005.06,1691.29
Karnataka,Mysore,Mysore APMC,Green Gram (Moong)(Whole),Other,FAQ,30/01/2026,6331.46,7731.23,7265.31
Tamil Nadu,Trichy,Trichy APMC,Bhindi(Ladies Finger),Other,FAQ,30/01/2026,2698.48,3313.89,3063.55
Maharashtra,Nashik,Nashik APMC,Bottle gourd,Other,Local,30/01/2026,1103.15,1494.23,1261.35
Karnataka,Belgaum,Belgaum APMC,Banana,Other,FAQ,30/01/2026,2294.37,2878.22,2473.3
Andhra Pradesh,Kurnool,Kurnool APMC,Papaya,Other,Local,30/01/2026,2230.31,2582.24,2443.29
Karnataka,Belgaum,Belgaum APMC,Green Chilli,Other,FAQ,30/01/2026,3671.71,4573.06,3881.87
Karnataka,Mangalore,Mangalore APMC,Sweet Potato,Other,FAQ,30/01/2026,1814.33,2048.53,1932.91
Uttar Pradesh,Lucknow,Lucknow APMC,Bengal Gram(Gram)(Whole),Other,FAQ,30/01/2026,4513.65,5424.2,4838.65
Mizoram,Kolasib,Kolasib APMC,Grapes,Other,FAQ,30/01/2026,5897.82,7877.95,6590.67
Tamil Nadu,Coimbatore,Coimbatore APMC,Cabbage,Other,FAQ,30/01/2026,1381.23,1697.83,1473.64
Karnataka,Hubli,Hubli APMC,Green Chilli,Other,FAQ,30/01/2026,4549.35,5547.04,5106.36
Nagaland,Tuensang,Tuensang APMC,Orange,Other,FAQ,30/01/2026,3449.36,4399.07,3967.43
Karnataka,Bangalore,Bangalore APMC,Cotton,Other,FAQ,30/01/2026,4793.83,6308.49,5453.89
Maharashtra,Kolhapur,Kolhapur APMC,Bitter gourd,Other,FAQ,30/01/2026,3606.95,4227.54,3856.0
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Banana,Other,Local,30/01/2026,2121.85,2523.13,2332.55
Uttar Pradesh,Lucknow,Lucknow APMC,Onion,Other,FAQ,30/01/2026,1908.26,2544.04,2220.93
Punjab,Ludhiana,Ludhiana APMC,Mustard,Other,Local,30/01/2026,5216.77,7067.69,6087.21
Tamil Nadu,Chennai,Chennai APMC,Tea,Other,FAQ,30/01/2026,2406.42,2895.96,2577.82
Karnataka,Bangalore,Bangalore APMC,Bengal Gram(Gram)(Whole),Other,FAQ,30/01/2026,4685.17,5985.96,5219.87
Tamil Nadu,Coimbatore,Coimbatore APMC,Green Gram (Moong)(Whole),Other,FAQ,30/01/2026,5736.59,7172.1,6585.74
Rajasthan,Ajmer,Ajmer APMC,Coriander(Leaves),Other,FAQ,30/01/2026,2989.34,3561.35,3154.46
Karnataka,Mysore,Mysore APMC,Bengal Gram(Gram)(Whole),Other,FAQ,30/01/2026,5082.4,6009.42,5653.32
Karnataka,Mysore,Mysore APMC,Green Chilli,Other,FAQ,30/01/2026,4556.26,5730.17,4838.78
Nagaland,Wokha,Wokha APMC,Orange,Other,Local,30/01/2026,3831.12,4922.85,4276.35
Odisha,Bhubaneswar,Bhubaneswar APMC,Paddy(Common),Other,FAQ,30/01/2026,1718.87,2358.76,2010.75
Karnataka,Bangalore,Bangalore APMC,Sweet Potato,Other,FAQ,30/01/2026,1509.14,2027.21,1738.88
Mizoram,Champhai,Champhai APMC,Grapes,Other,FAQ,30/01/2026,5608.33,6433.54,5990.31
Tamil Nadu,Madurai,Madurai APMC,Cabbage,Other,Local,30/01/2026,1448.71,1906.13,1613.69
Tamil Nadu,Chennai,Chennai APMC,Green Gram (Moong)(Whole),Other,Local,30/01/2026,7772.28,9746.54,8229.73
Andhra Pradesh,Vijayawada,Vijayawada APMC,Bhindi(Ladies Finger),Other,FAQ,30/01/2026,2600.26,3311.62,2875.82
Odisha,Sambalpur,Sambalpur APMC,Bhindi(Ladies Finger),Other,FAQ,30/01/2026,2732.76,3252.68,2920.78
Rajasthan,Ajmer,Ajmer APMC,Cotton,Other,FAQ,30/01/2026,4857.67,5763.33,5364.79
Madhya Pradesh,Indore,Indore APMC,Coriander(Leaves),Other,Local,30/01/2026,2545.96,3516.35,2941.82
Odisha,Cuttack,Cuttack APMC,Paddy(Common),Other,Local,30/01/2026,1915.93,2304.35,2153.69
Karnataka,Mysore,Mysore APMC,Bitter gourd,Other,FAQ,30/01/2026,2852.96,3832.45,3343.51
Gujarat,Jamnagar,Jamnagar APMC,Banana,Other,FAQ,30/01/2026,2762.82,3728.6,3209.92
Odisha,Rourkela,Rourkela APMC,Paddy(Common),Other,Local,30/01/2026,1985.59,2444.54,2151.39
Odisha,Berhampur,Berhampur APMC,Sweet Potato,Other,FAQ,30/01/2026,1562.12,2034.37,1826.37
Karnataka,Hubli,Hubli APMC,Cotton,Other,FAQ,30/01/2026,6474.75,7708.66,7118.93
Haryana,Rohtak,Rohtak APMC,Onion,Other,FAQ,30/01/2026,1890.9,2204.51,2016.85
Tamil Nadu,Salem,Salem APMC,Green Gram (Moong)(Whole),Other,FAQ,30/01/2026,6458.7,7762.54,7049.11
Odisha,Rourkela,Rourkela APMC,Bhindi(Ladies Finger),Other,FAQ,30/01/2026,2227.62,2962.33,2480.53
Madhya Pradesh,Bhopal,Bhopal APMC,Coriander(Leaves),Other,FAQ,30/01/2026,2842.58,3778.78,3178.59
Uttar Pradesh,Lucknow,Lucknow APMC,Water Melon,Other,Local,30/01/2026,971.66,1193.24,1091.58
Odisha,Sambalpur,Sambalpur APMC,Sweet Potato,Other,Local,30/01/2026,1584.63,2121.26,1816.66
Tamil Nadu,Chennai,Chennai APMC,Cabbage,Other,Local,30/01/2026,1143.55,1488.59,1332.93
Karnataka,Mangalore,Mangalore APMC,Green Chilli,Other,FAQ,30/01/2026,4169.53,5153.77,4460.28
Nagaland,Mokokchung,Mokokchung APMC,Orange,Other,FAQ,30/01/2026,3458.1,4419.51,4014.29
Punjab,Amritsar,Amritsar APMC,Mustard,Other,FAQ,30/01/2026,5625.38,7132.34,6313.51
West Bengal,Siliguri,Siliguri APMC,Tea,Other,FAQ,30/01/2026,2422.26,2892.24,2592.69
Karnataka,Mysore,Mysore APMC,Cotton,Other,FAQ,30/01/2026,5361.42,6257.98,5784.74
Haryana,Panipat,Panipat APMC,Onion,Other,FAQ,30/01/2026,2104.97,2817.67,2468.15
Karnataka,Bangalore,Bangalore APMC,Bitter gourd,Other,Local,30/01/2026,2963.14,3716.56,3392.11
Andhra Pradesh,Vijayawada,Vijayawada APMC,Banana,Other,FAQ,30/01/2026,2282.92,2832.94,2640.39
Tamil Nadu,Madurai,Madurai APMC,Green Gram (Moong)(Whole),Other,Local,30/01/2026,6538.49,8218.85,7271.04
Odisha,Berhampur,Berhampur APMC,Bhindi(Ladies Finger),Other,Local,30/01/2026,2332.16,2653.76,2481.26
Rajasthan,Ajmer,Ajmer APMC,Bengal Gram(Gram)(Whole),Other,Local,30/01/2026,4368.54,5044.2,4633.66
Chhattisgarh,Bilaspur,Bilaspur APMC,Paddy(Common),Other,FAQ,30/01/2026,1788.34,2403.98,2009.9
Uttar Pradesh,Kanpur,Kanpur APMC,Onion,Other,Local,30/01/2026,1869.04,2216.36,2110.05
Andhra Pradesh,Guntur,Guntur APMC,Banana,Other,FAQ,30/01/2026,2350.79,3037.9,2742.66
Rajasthan,Udaipur,Udaipur APMC,Cotton,Other,FAQ,30/01/2026,4725.47,5563.83,5106.91
Uttar Pradesh,Agra,Agra APMC,Onion,Other,FAQ,30/01/2026,1847.64,2423.52,2058.83
Telangana,Karimnagar,Karimnagar APMC,Green Chilli,Other,FAQ,30/01/2026,4026.08,4537.51,4316.91
Punjab,Jalandhar,Jalandhar APMC,Orange,Other,FAQ,30/01/2026,3738.9,4489.52,4235.09
Chhattisgarh,Korba,Korba APMC,Paddy(Common),Other,FAQ,30/01/2026,1834.28,2139.53,1945.39
Karnataka,Hubli,Hubli APMC,Sweet Potato,Other,FAQ,30/01/2026,1712.71,2063.73,1859.39
Rajasthan,Jodhpur,Jodhpur APMC,Coriander(Leaves),Other,FAQ,30/01/2026,2749.31,3244.82,2986.83
Karnataka,Belgaum,Belgaum APMC,Bengal Gram(Gram)(Whole),Other,FAQ,30/01/2026,4204.8,5663.46,4911.84
Maharashtra,Nashik,Nashik APMC,Bitter gourd,Other,FAQ,30/01/2026,3103.29,3798.87,3448.55
Andhra Pradesh,Kurnool,Kurnool APMC,Banana,Other,FAQ,30/01/2026,2267.78,2823.45,2508.83
Tamil Nadu,Trichy,Trichy APMC,Cabbage,Other,Local,30/01/2026,1129.13,1491.23,1315.39
Andhra Pradesh,Guntur,Guntur APMC,Green Gram (Moong)(Whole),Other,FAQ,30/01/2026,6131.81,7585.44,6710.7
Rajasthan,Jodhpur,Jodhpur APMC,Cotton,Other,Local,30/01/2026,5211.89,7134.39,6102.06
Gujarat,Rajkot,Rajkot APMC,Mustard,Other,Local,30/01/2026,5268.45,6877.8,6091.39
Tamil Nadu,Salem,Salem APMC,Tea,Other,Local,30/01/2026,2795.78,3390.3,3143.5
Uttar Pradesh,Meerut,Meerut APMC,Onion,Other,Local,30/01/2026,1661.52,2150.54,1883.82
Mizoram,Aizawl,Aizawl APMC,Grapes,Other,FAQ,30/01/2026,4263.47,5753.39,4954.22
Uttar Pradesh,Lucknow,Lucknow APMC,Cauliflower,Other,FAQ,30/01/2026,1599.05,1939.18,1734.41
Telangana,Nizamabad,Nizamabad APMC,Green Chilli,Other,Local,30/01/2026,4174.52,5291.22,4663.49
Punjab,Patiala,Patiala APMC,Orange,Other,FAQ,30/01/2026,3691.51,4658.66,3888.37
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Green Gram (Moong)(Whole),Other,FAQ,30/01/2026,5471.48,6628.52,6045.91
Rajasthan,Jaipur,Jaipur APMC,Coriander(Leaves),Other,FAQ,30/01/2026,3173.46,3772.44,3549.91
Andhra Pradesh,Tirupati,Tirupati APMC,Bhindi(Ladies Finger),Other,FAQ,30/01/2026,2824.16,3277.07,3039.39
Maharashtra,Mumbai,Mumbai APMC,Bitter gourd,Other,Local,30/01/2026,2923.64,3362.45,3196.18
Mizoram,Lunglei,Lunglei APMC,Grapes,Other,FAQ,30/01/2026,4768.75,6138.53,5514.01
Andhra Pradesh,Tirupati,Tirupati APMC,Green Gram (Moong)(Whole),Other,FAQ,30/01/2026,5432.03,6974.55,6099.47
Karnataka,Bangalore,Bangalore APMC,Green Chilli,Other,FAQ,30/01/2026,4350.09,6088.81,5084.55
Punjab,Ludhiana,Ludhiana APMC,Orange,Other,Local,30/01/2026,3709.61,4636.59,4207.27
Gujarat,Jamnagar,Jamnagar APMC,Mustard,Other,Local,30/01/2026,4342.33,5481.53,4923.52
Tamil Nadu,Coimbatore,Coimbatore APMC,Tea,Other,FAQ,30/01/2026,2477.88,3264.4,2765.93
Rajasthan,Kota,Kota APMC,Coriander(Leaves),Other,Local,30/01/2026,2678.41,3336.56,2940.25
Karnataka,Hubli,Hubli APMC,Carrot,Other,FAQ,30/01/2026,2409.39,2811.85,2592.69
Mizoram,Saiha,Saiha APMC,Grapes,Other,FAQ,30/01/2026,5505.67,6558.5,6229.04
Tamil Nadu,Salem,Salem APMC,Cabbage,Other,FAQ,30/01/2026,1323.5,1759.22,1555.63
Andhra Pradesh,Kurnool,Kurnool APMC,Green Gram (Moong)(Whole),Other,FAQ,30/01/2026,6729.17,8500.22,7726.61
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Bhindi(Ladies Finger),Other,Local,30/01/2026,2714.45,3526.1,3028.41
Andhra Pradesh,Guntur,Guntur APMC,Bhindi(Ladies Finger),Other,Local,30/01/2026,2552.53,3304.63,2835.54
Chhattisgarh,Durg,Durg APMC,Paddy(Common),Other,Local,30/01/2026,1519.54,1947.77,1688.72
Rajasthan,Kota,Kota APMC,Cotton,Other,FAQ,30/01/2026,5163.11,6213.97,5731.6
Uttar Pradesh,Varanasi,Varanasi APMC,Onion,Other,Local,30/01/2026,1824.77,2305.95,1921.66
Telangana,Khammam,Khammam APMC,Green Chilli,Other,Local,30/01/2026,3667.37,4708.2,4093.75
Punjab,Amritsar,Amritsar APMC,Orange,Other,FAQ,30/01/2026,3187.6,3561.45,3387.61
Maharashtra,Nagpur,Nagpur APMC,Bitter gourd,Other,Local,30/01/2026,3515.16,4697.89,4092.74
Andhra Pradesh,Tirupati,Tirupati APMC,Banana,Other,Local,30/01/2026,2404.92,2759.01,2535.88
Rajasthan,Udaipur,Udaipur APMC,Coriander(Leaves),Other,Local,30/01/2026,2955.45,3617.01,3225.28
Karnataka,Mangalore,Mangalore APMC,Bengal Gram(Gram)(Whole),Other,Local,30/01/2026,4466.36,5249.42,4816.77
Gujarat,Vadodara,Vadodara APMC,Mustard,Other,Local,30/01/2026,4737.47,5661.5,5086.3
Tamil Nadu,Madurai,Madurai APMC,Tea,Other,FAQ,30/01/2026,2556.9,3122.7,2731.53
Karnataka,Mysore,Mysore APMC,Sweet Potato,Other,FAQ,30/01/2026,1582.24,2007.11,1791.77
Karnataka,Mangalore,Mangalore APMC,Grapes,Other,FAQ,30/01/2026,5361.78,6903.12,6264.93
Tamil Nadu,Chennai,Chennai APMC,Green Chilli,Other,FAQ,30/01/2026,3785.9,4421.52,4049.54
Tamil Nadu,Madurai,Madurai APMC,Banana,Other,FAQ,30/01/2026,2510.32,3226.7,2874.31
Karnataka,Mangalore,Mangalore APMC,Drumstick,Other,Local,30/01/2026,4594.67,5555.68,4882.01
Telangana,Nizamabad,Nizamabad APMC,Maize,Other,FAQ,30/01/2026,1908.68,2154.79,2018.82
Uttar Pradesh,Meerut,Meerut APMC,Lentil (Masur)(Whole),Other,FAQ,30/01/2026,4688.35,5870.01,5243.8
Odisha,Cuttack,Cuttack APMC,Pumpkin,Other,FAQ,30/01/2026,778.02,998.93,868.66
Andhra Pradesh,Vijayawada,Vijayawada APMC,Musk Melon,Other,FAQ,30/01/2026,1751.16,2361.55,2008.02
Uttar Pradesh,Lucknow,Lucknow APMC,Cabbage,Other,FAQ,30/01/2026,1175.25,1435.49,1317.75
Bihar,Gaya,Gaya APMC,Carrot,Other,FAQ,30/01/2026,1789.76,2164.42,1912.86
Gujarat,Vadodara,Vadodara APMC,Tomato,Other,Local,30/01/2026,1449.57,1790.86,1609.49
Karnataka,Hubli,Hubli APMC,Coffee,Other,FAQ,30/01/2026,10161.56,12307.18,11368.24
Haryana,Panipat,Panipat APMC,Musk Melon,Other,Local,30/01/2026,1784.1,2055.71,1886.82
Maharashtra,Mumbai,Mumbai APMC,Drumstick,Other,FAQ,30/01/2026,4312.18,5143.04,4702.02
Assam,Guwahati,Guwahati APMC,Jute,Other,Local,30/01/2026,3800.94,4707.35,4149.68
Uttar Pradesh,Agra,Agra APMC,Lentil (Masur)(Whole),Other,Local,30/01/2026,5114.02,6895.57,5806.1
Karnataka,Hubli,Hubli APMC,Drumstick,Other,FAQ,30/01/2026,4547.94,5766.68,5010.55
Telangana,Karimnagar,Karimnagar APMC,Maize,Other,FAQ,30/01/2026,1704.73,2184.52,1968.53
West Bengal,Asansol,Asansol APMC,Bitter gourd,Other,FAQ,30/01/2026,2565.45,3142.23,2935.88
Gujarat,Rajkot,Rajkot APMC,Pomegranate,Other,FAQ,30/01/2026,5051.22,6743.43,5780.26
Odisha,Rourkela,Rourkela APMC,Pumpkin,Other,FAQ,30/01/2026,865.67,1088.17,943.6
Maharashtra,Nashik,Nashik APMC,Maize,Other,Local,30/01/2026,2071.59,2619.74,2205.2
Maharashtra,Kolhapur,Kolhapur APMC,Drumstick,Other,FAQ,30/01/2026,4147.59,5257.37,4533.92
Bihar,Patna,Patna APMC,Carrot,Other,FAQ,30/01/2026,2134.31,2642.91,2456.66
Jammu & Kashmir,Srinagar,Srinagar APMC,Apple,Other,FAQ,30/01/2026,9332.41,12001.19,10360.12
Uttar Pradesh,Lucknow,Lucknow APMC,Tomato,Other,FAQ,30/01/2026,1752.23,2132.19,1883.14
Uttar Pradesh,Meerut,Meerut APMC,Musk Melon,Other,FAQ,30/01/2026,1433.07,1621.12,1529.51
Maharashtra,Nagpur,Nagpur APMC,Maize,Other,FAQ,30/01/2026,1939.31,2203.21,2076.83
West Bengal,Siliguri,Siliguri APMC,Bitter gourd,Other,Local,30/01/2026,2544.41,3204.88,2852.41
West Bengal,Howrah,Howrah APMC,Lentil (Masur)(Whole),Other,FAQ,30/01/2026,4753.1,5833.14,5495.44
West Bengal,Siliguri,Siliguri APMC,Pumpkin,Other,FAQ,30/01/2026,846.84,1034.74,900.33
Assam,Silchar,Silchar APMC,Jute,Other,FAQ,30/01/2026,4434.03,5992.26,5151.87
Punjab,Patiala,Patiala APMC,Tomato,Other,FAQ,30/01/2026,1887.33,2538.35,2197.19
Maharashtra,Mumbai,Mumbai APMC,Maize,Other,FAQ,30/01/2026,1735.08,2106.78,1942.65
Maharashtra,Nagpur,Nagpur APMC,Drumstick,Other,Local,30/01/2026,4264.33,4857.07,4550.33
Bihar,Bhagalpur,Bhagalpur APMC,Carrot,Other,FAQ,30/01/2026,2201.99,2842.94,2484.54
Uttar Pradesh,Lucknow,Lucknow APMC,Pumpkin,Other,Local,30/01/2026,884.4,1027.5,975.22
Gujarat,Ahmedabad,Ahmedabad APMC,Pomegranate,Other,FAQ,30/01/2026,6236.72,7350.94,6948.84
Haryana,Ambala,Ambala APMC,Musk Melon,Other,FAQ,30/01/2026,1440.6,1943.14,1681.05
Gujarat,Surat,Surat APMC,Pomegranate,Other,FAQ,30/01/2026,5329.79,6855.64,6098.88
Karnataka,Belgaum,Belgaum APMC,Drumstick,Other,FAQ,30/01/2026,3913.64,5096.02,4332.9
West Bengal,Kolkata,Kolkata APMC,Lentil (Masur)(Whole),Other,FAQ,30/01/2026,3895.99,5321.74,4496.29
Gujarat,Jamnagar,Jamnagar APMC,Tomato,Other,FAQ,30/01/2026,1665.03,2285.51,1942.62
Karnataka,Mysore,Mysore APMC,Coffee,Other,FAQ,30/01/2026,10976.45,12690.62,11872.25
Odisha,Bhubaneswar,Bhubaneswar APMC,Pumpkin,Other,Local,30/01/2026,785.76,1036.15,865.06
Andhra Pradesh,Visakhapatnam,Visakhapatnam APMC,Musk Melon,Other,Local,30/01/2026,1638.08,2139.41,1918.57
Tamil Nadu,Trichy,Trichy APMC,Carrot,Other,FAQ,30/01/2026,2308.62,3001.56,2681.12
Assam,Dibrugarh,Dibrugarh APMC,Jute,Other,FAQ,30/01/2026,4295.02,5258.2,4854.55
Punjab,Bathinda,Bathinda APMC,Tomato,Other,Local,30/01/2026,1522.17,1968.1,1725.75
Bihar,Muzaffarpur,Muzaffarpur APMC,Carrot,Other,FAQ,30/01/2026,2063.42,2390.18,2233.35
Haryana,Rohtak,Rohtak APMC,Musk Melon,Other,FAQ,30/01/2026,1759.2,2089.83,1936.4
Telangana,Warangal,Warangal APMC,Maize,Other,FAQ,30/01/2026,2144.36,2525.96,2311.43
Tamil Nadu,Salem,Salem APMC,Carrot,Other,Local,30/01/2026,2495.15,3183.64,2787.69
Uttar Pradesh,Kanpur,Kanpur APMC,Cabbage,Other,FAQ,30/01/2026,1086.02,1447.37,1269.89
Uttar Pradesh,Kanpur,Kanpur APMC,Tomato,Other,FAQ,30/01/2026,1390.87,1697.07,1516.07
Gujarat,Jamnagar,Jamnagar APMC,Pomegranate,Other,Local,30/01/2026,5647.56,7500.14,6384.98
