n_soil,p_soil,k_soil,temperature,humidity,ph,rainfall,state,crop,yield_t_ha
74.3,48.6,44.4,28.1,80.4,6.8,896.9,Tamil Nadu,carrot,18.0
48.5,41.2,55.5,24.3,63.3,6.58,957.6,Tamil Nadu,carrot,18.0
63.5,42.9,37.8,32.5,62.2,6.09,934.5,Tamil Nadu,carrot,18.0
27.1,37.9,56.6,28.1,76.8,5.87,857.5,Tamil Nadu,carrot,18.0
52.5,36.2,52.8,29.7,66.1,6.62,1024.7,Tamil Nadu,carrot,18.0
82.8,59.0,29.8,25.6,64.9,6.38,1020.0,Tamil Nadu,carrot,18.0
79.7,39.1,36.8,28.5,68.3,7.54,708.9,Tamil Nadu,cabbage,30.0
63.7,64.3,40.1,27.4,72.1,6.41,1155.9,Tamil Nadu,cabbage,30.0
15.8,58.4,25.8,27.2,71.6,6.79,710.3,Tamil Nadu,cabbage,30.0
69.2,64.3,26.4,28.6,69.7,6.71,952.9,Tamil Nadu,cabbage,30.0
47.2,45.9,58.0,27.4,80.8,5.85,806.5,Tamil Nadu,cabbage,30.0
69.4,57.8,43.6,27.1,75.0,5.87,1040.7,Tamil Nadu,cabbage,30.0
77.6,34.6,35.3,28.8,71.5,6.47,1265.0,Tamil Nadu,cabbage,30.0
55.1,35.7,33.5,30.2,73.6,6.18,1148.2,Tamil Nadu,cabbage,30.0
88.4,32.8,21.3,31.0,69.5,6.9,654.5,Tamil Nadu,cabbage,30.0
77.9,25.5,47.3,28.0,67.4,6.3,1052.9,Tamil Nadu,cabbage,30.0
62.1,47.0,59.8,23.3,87.9,6.55,815.2,Tamil Nadu,cauliflower,24.0
33.4,37.7,49.2,27.6,87.1,5.77,948.2,Tamil Nadu,cauliflower,24.0
35.0,44.4,48.9,26.7,54.2,6.6,1015.5,Tamil Nadu,cauliflower,24.0
68.1,54.8,29.3,30.0,84.5,5.61,997.9,Tamil Nadu,cauliflower,24.0
49.9,39.0,43.5,26.5,69.6,6.52,786.9,Tamil Nadu,cauliflower,24.0
38.3,48.2,28.5,30.0,78.7,5.64,848.4,Tamil Nadu,cauliflower,24.0
83.9,28.2,35.4,29.4,81.3,6.37,860.4,Tamil Nadu,cauliflower,24.0
88.4,60.9,49.8,28.3,68.5,6.08,1028.4,Tamil Nadu,cauliflower,24.0
68.4,56.8,46.5,23.5,83.4,6.0,892.4,Tamil Nadu,cauliflower,24.0
65.0,63.9,71.1,29.8,73.5,6.77,1083.1,Tamil Nadu,cauliflower,24.0
53.6,61.5,42.3,29.5,80.3,6.71,1075.8,Tamil Nadu,bottle gourd,18.0
47.7,33.3,29.0,29.3,81.2,6.73,1201.2,Tamil Nadu,bottle gourd,18.0
59.9,48.0,29.1,26.8,80.6,6.92,905.9,Tamil Nadu,bottle gourd,18.0
58.6,21.8,36.4,30.7,79.6,6.75,957.5,Tamil Nadu,bottle gourd,18.0
60.1,32.1,47.0,29.3,78.9,6.24,627.0,Tamil Nadu,bottle gourd,18.0
81.9,34.3,31.4,30.1,71.9,7.03,1042.6,Tamil Nadu,bottle gourd,18.0
73.7,23.6,52.1,28.8,72.0,6.57,683.6,Tamil Nadu,bottle gourd,18.0
68.2,27.6,26.5,23.4,83.9,6.19,1180.1,Tamil Nadu,bottle gourd,18.0
49.3,19.5,28.8,31.7,73.8,6.23,974.0,Tamil Nadu,bottle gourd,18.0
70.0,53.4,54.5,26.9,64.4,6.29,989.0,Tamil Nadu,bottle gourd,18.0
40.7,28.5,43.4,27.9,75.3,6.12,915.4,Tamil Nadu,bitter gourd,14.4
41.5,50.7,50.4,22.5,67.6,5.75,852.5,Tamil Nadu,bitter gourd,14.4
58.3,22.6,30.8,25.0,76.7,6.53,841.7,Tamil Nadu,bitter gourd,14.4
63.5,33.4,37.3,33.0,85.7,5.85,1074.5,Tamil Nadu,bitter gourd,14.4
76.2,26.2,48.2,32.6,66.0,6.04,1102.6,Tamil Nadu,bitter gourd,14.4
65.4,46.6,43.4,29.2,64.4,7.02,1125.4,Tamil Nadu,bitter gourd,14.4
55.4,39.5,24.7,29.5,79.6,6.47,1118.7,Tamil Nadu,bitter gourd,14.4
53.3,46.8,29.8,27.9,73.6,6.61,894.6,Tamil Nadu,bitter gourd,14.4
57.4,49.9,35.6,23.2,89.0,7.19,756.2,Tamil Nadu,bitter gourd,14.4
73.8,34.0,42.6,28.9,73.1,6.11,846.4,Tamil Nadu,bitter gourd,14.4
41.7,30.0,39.3,25.9,80.5,7.24,863.0,Tamil Nadu,pumpkin,18.0
64.8,46.0,44.7,28.2,80.9,6.74,764.4,Tamil Nadu,pumpkin,18.0
77.4,50.6,32.4,28.1,80.5,6.4,1110.9,Tamil Nadu,pumpkin,18.0
107.3,30.6,26.2,28.9,80.8,6.38,1168.0,Tamil Nadu,pumpkin,18.0
33.2,48.3,33.9,33.2,90.9,6.12,867.6,Tamil Nadu,pumpkin,18.0
77.2,35.4,39.5,28.1,59.6,6.49,846.5,Tamil Nadu,pumpkin,18.0
50.1,57.3,27.4,30.4,72.8,6.36,1068.6,Tamil Nadu,pumpkin,18.0
66.8,46.8,49.7,27.0,70.1,5.96,826.2,Tamil Nadu,pumpkin,18.0
119.0,54.9,26.5,24.0,78.9,6.77,1032.3,Tamil Nadu,pumpkin,18.0
54.9,38.5,43.3,28.3,57.2,6.39,822.3,Tamil Nadu,pumpkin,18.0
63.5,75.8,43.7,27.1,82.4,6.74,1013.0,Tamil Nadu,bhindi,12.0
72.1,64.7,28.7,29.4,67.6,6.78,812.2,Tamil Nadu,bhindi,12.0
51.7,36.5,49.8,30.8,65.0,6.53,843.6,Tamil Nadu,bhindi,12.0
34.8,37.4,36.9,35.3,78.5,5.81,865.3,Tamil Nadu,bhindi,12.0
80.4,65.1,24.1,22.4,90.0,6.69,819.8,Tamil Nadu,bhindi,12.0
70.7,8.4,40.0,29.0,82.4,5.99,962.9,Tamil Nadu,bhindi,12.0
41.5,43.1,31.0,26.8,67.0,6.83,1078.8,Tamil Nadu,bhindi,12.0
55.3,40.5,25.5,27.1,74.6,7.81,783.2,Tamil Nadu,bhindi,12.0
89.3,52.0,42.8,33.3,78.0,6.69,942.0,Tamil Nadu,bhindi,12.0
84.5,53.2,33.7,24.0,73.4,6.1,940.5,Tamil Nadu,bhindi,12.0
84.7,34.5,39.6,28.2,81.8,5.38,859.0,Tamil Nadu,garlic,9.6
64.2,54.4,35.1,22.4,80.0,6.18,771.6,Tamil Nadu,garlic,9.6
47.5,37.8,34.0,21.4,82.2,7.14,1047.7,Tamil Nadu,garlic,9.6
37.2,37.6,39.9,29.8,80.3,6.13,962.3,Tamil Nadu,garlic,9.6
69.1,57.5,47.0,30.4,75.7,7.21,1011.5,Tamil Nadu,garlic,9.6
42.8,56.8,47.0,26.7,71.2,6.65,1019.5,Tamil Nadu,garlic,9.6
63.9,43.7,57.0,31.2,76.5,6.97,795.1,Tamil Nadu,garlic,9.6
68.0,61.7,37.8,25.5,69.8,5.96,832.3,Tamil Nadu,garlic,9.6
52.6,23.1,40.2,30.7,67.7,7.26,1026.6,Tamil Nadu,garlic,9.6
80.6,32.1,48.5,24.7,82.1,6.59,1033.0,Tamil Nadu,garlic,9.6
36.5,29.3,46.0,25.2,78.7,5.82,1077.2,Tamil Nadu,ginger,12.0
35.3,46.6,46.3,25.9,79.7,6.63,869.2,Tamil Nadu,ginger,12.0
39.8,16.4,43.5,23.3,75.8,6.37,1051.9,Tamil Nadu,ginger,12.0
54.0,36.0,47.3,29.0,77.5,6.73,719.7,Tamil Nadu,ginger,12.0
75.1,47.3,29.8,27.3,74.7,6.43,1000.1,Tamil Nadu,ginger,12.0
88.6,53.0,26.9,29.9,85.6,6.69,1113.6,Tamil Nadu,ginger,12.0
100.2,52.3,42.5,31.1,76.2,6.51,897.3,Tamil Nadu,ginger,12.0
91.3,30.2,55.3,29.5,63.8,6.68,635.0,Tamil Nadu,ginger,12.0
72.5,50.6,34.1,28.4,90.6,6.25,791.2,Tamil Nadu,ginger,12.0
89.6,63.6,40.0,31.0,85.7,6.13,877.2,Tamil Nadu,ginger,12.0
84.6,60.2,45.6,25.4,90.9,6.23,899.7,Tamil Nadu,coriander,3.6
66.8,58.6,48.5,29.2,78.7,6.52,1033.7,Tamil Nadu,coriander,3.6
9.4,36.4,42.4,24.5,78.1,6.4,1213.3,Tamil Nadu,coriander,3.6
91.5,34.4,38.5,27.8,71.4,6.6,836.3,Tamil Nadu,coriander,3.6
37.4,47.5,46.3,25.6,82.2,6.18,988.0,Tamil Nadu,coriander,3.6
76.4,39.6,44.5,26.5,73.4,6.4,838.0,Tamil Nadu,coriander,3.6
56.5,21.4,35.1,27.1,73.0,6.38,940.7,Tamil Nadu,coriander,3.6
69.6,50.5,33.5,24.4,66.7,6.26,897.2,Tamil Nadu,coriander,3.6
44.6,24.4,35.4,28.5,79.8,6.22,888.1,Tamil Nadu,coriander,3.6
41.5,39.6,31.5,29.7,60.7,6.32,995.2,Tamil Nadu,coriander,3.6
63.7,72.3,43.5,25.0,74.2,5.61,937.9,Tamil Nadu,drumstick,14.4
43.3,51.0,34.5,27.6,69.9,7.37,901.8,Tamil Nadu,drumstick,14.4
96.7,49.8,44.8,29.1,78.2,5.54,908.2,Tamil Nadu,drumstick,14.4
76.9,39.4,25.9,27.8,88.6,7.12,940.7,Tamil Nadu,drumstick,14.4
79.0,35.6,23.0,25.2,87.5,6.36,913.5,Tamil Nadu,drumstick,14.4
54.0,62.8,56.3,34.7,73.7,6.65,722.5,Tamil Nadu,drumstick,14.4
89.5,26.0,42.2,24.7,70.3,6.08,858.8,Tamil Nadu,drumstick,14.4
49.2,33.4,48.3,24.7,76.8,7.11,873.0,Tamil Nadu,drumstick,14.4
45.6,37.2,51.8,28.6,70.8,6.74,784.7,Tamil Nadu,drumstick,14.4
73.6,44.9,36.9,25.5,67.9,6.77,1134.3,Tamil Nadu,drumstick,14.4
47.3,45.5,19.1,26.2,74.8,6.05,809.5,Tamil Nadu,sweet potato,18.0
46.6,43.5,38.1,21.3,58.0,6.2,1018.7,Tamil Nadu,sweet potato,18.0
5.0,34.0,34.7,32.2,71.9,6.69,971.2,Tamil Nadu,sweet potato,18.0
17.4,49.2,42.2,29.5,100.0,5.46,1208.7,Tamil Nadu,sweet potato,18.0
54.3,43.4,39.5,26.7,70.4,6.66,722.4,Tamil Nadu,sweet potato,18.0
75.0,35.0,28.7,26.6,85.1,6.23,1003.8,Tamil Nadu,sweet potato,18.0
45.4,49.1,46.9,33.5,73.6,6.83,964.7,Tamil Nadu,sweet potato,18.0
85.9,31.4,47.5,27.4,74.5,6.55,987.8,Tamil Nadu,sweet potato,18.0
57.7,42.6,55.8,31.0,82.0,6.27,816.6,Tamil Nadu,sweet potato,18.0
79.1,50.5,54.7,26.2,73.2,5.68,891.1,Tamil Nadu,sweet potato,18.0
79.9,34.4,46.4,27.4,77.6,5.93,962.8,Tamil Nadu,tapioca,30.0
0.2,37.8,23.7,31.6,81.2,6.73,1178.2,Tamil Nadu,tapioca,30.0
41.0,61.0,49.3,27.3,84.1,5.95,826.3,Tamil Nadu,tapioca,30.0
47.8,33.7,29.4,31.7,72.9,6.68,864.4,Tamil Nadu,tapioca,30.0
23.6,43.2,20.9,27.8,64.1,7.49,1086.7,Tamil Nadu,tapioca,30.0
62.1,55.2,31.5,29.6,76.6,6.63,1140.9,Tamil Nadu,tapioca,30.0
74.6,43.5,23.5,25.1,74.0,6.55,780.5,Tamil Nadu,tapioca,30.0
108.2,58.2,46.0,28.2,73.3,6.02,961.6,Tamil Nadu,tapioca,30.0
65.2,25.1,43.3,27.5,59.7,6.07,888.0,Tamil Nadu,tapioca,30.0
97.8,46.7,26.6,29.5,62.6,7.04,879.3,Tamil Nadu,tapioca,30.0
78.6,58.3,32.1,22.8,80.3,7.02,2772.1,Kerala,rice,2.45
37.5,40.5,50.5,30.6,81.3,6.29,3173.1,Kerala,rice,2.45
52.0,41.1,46.9,28.3,80.9,6.52,2626.8,Kerala,rice,2.45
70.1,49.5,35.2,27.2,88.6,6.33,3025.6,Kerala,rice,2.45
65.6,42.9,51.1,27.5,80.3,6.61,3107.2,Kerala,rice,2.45
49.3,56.6,41.6,28.3,94.6,5.81,2893.6,Kerala,rice,2.45
75.7,37.2,62.3,24.4,80.6,6.6,2819.7,Kerala,rice,2.45
74.1,48.2,41.7,26.7,80.8,5.74,3048.2,Kerala,rice,2.45
106.3,45.2,47.3,29.1,74.8,7.35,3030.3,Kerala,rice,2.45
104.5,37.7,63.2,29.3,89.4,6.62,2962.7,Kerala,rice,2.45
98.0,46.4,25.3,23.6,83.5,6.95,2991.5,Kerala,wheat,2.85
98.3,25.5,46.4,21.5,91.1,6.75,3062.9,Kerala,wheat,2.85
67.0,57.8,55.4,28.8,84.0,7.09,2894.0,Kerala,wheat,2.85
92.8,61.5,55.7,24.8,87.9,6.15,3085.9,Kerala,wheat,2.85
86.8,26.3,33.4,26.2,82.6,6.2,3058.3,Kerala,wheat,2.85
83.8,43.1,37.4,30.1,98.2,6.56,2908.2,Kerala,wheat,2.85
87.4,41.4,43.6,29.2,69.7,7.46,3010.9,Kerala,wheat,2.85
73.8,44.1,44.6,21.8,97.0,6.82,3066.5,Kerala,wheat,2.85
94.3,34.8,49.7,26.2,91.8,5.74,2985.1,Kerala,wheat,2.85
71.0,49.3,49.7,24.9,79.3,6.74,2865.5,Kerala,wheat,2.85
92.6,41.3,15.9,25.9,76.7,5.68,2814.4,Kerala,maize,2.85
81.6,58.3,48.1,25.2,88.6,6.27,2895.8,Kerala,maize,2.85
62.7,27.5,41.1,27.5,84.2,6.29,2858.1,Kerala,maize,2.85
89.1,31.8,52.8,24.0,79.0,5.77,2924.8,Kerala,maize,2.85
94.6,50.2,54.8,28.6,76.2,6.33,2883.0,Kerala,maize,2.85
100.0,33.0,53.9,29.7,99.6,6.3,3106.8,Kerala,maize,2.85
114.2,38.8,29.6,21.4,90.7,5.56,2944.2,Kerala,maize,2.85
86.6,46.9,49.3,27.7,95.2,6.02,2898.5,Kerala,maize,2.85
68.4,53.3,54.0,28.4,94.5,5.91,3250.1,Kerala,maize,2.85
102.8,52.4,62.8,22.0,80.8,6.13,3108.2,Kerala,maize,2.85
16.6,52.6,46.0,29.1,87.3,6.71,2873.0,Kerala,chickpea,0.95
35.0,52.8,34.7,25.7,68.8,6.66,3286.7,Kerala,chickpea,0.95
14.8,46.9,43.1,23.2,86.5,7.67,3001.9,Kerala,chickpea,0.95
47.9,28.3,43.5,26.5,91.2,7.42,2890.0,Kerala,chickpea,0.95
26.8,26.4,39.8,27.9,90.1,7.73,3055.1,Kerala,chickpea,0.95
26.2,36.2,29.3,30.6,96.5,7.08,3006.9,Kerala,chickpea,0.95
17.8,56.7,40.3,32.8,78.0,7.01,3034.7,Kerala,chickpea,0.95
30.2,42.8,28.0,29.6,90.8,6.74,3203.3,Kerala,chickpea,0.95
34.4,46.3,35.6,28.7,78.1,7.22,2677.1,Kerala,chickpea,0.95
32.0,29.4,47.0,26.0,83.3,6.89,2956.8,Kerala,chickpea,0.95
88.4,10.1,52.8,28.0,75.3,5.96,3251.5,Kerala,kidneybeans,0.76
41.1,26.2,51.4,28.0,77.5,6.61,2846.1,Kerala,kidneybeans,0.76
82.0,52.7,45.3,28.1,99.1,6.5,2822.7,Kerala,kidneybeans,0.76
69.0,65.0,29.9,25.9,88.3,6.47,2852.7,Kerala,kidneybeans,0.76
82.4,67.8,42.0,24.3,72.6,6.63,3165.6,Kerala,kidneybeans,0.76
69.5,40.0,34.1,23.7,91.7,6.96,2768.1,Kerala,kidneybeans,0.76
91.8,46.9,54.0,23.0,74.1,6.43,3075.4,Kerala,kidneybeans,0.76
95.9,48.5,37.6,23.9,94.8,6.02,3244.3,Kerala,kidneybeans,0.76
54.3,59.1,46.8,26.6,80.8,6.33,3064.2,Kerala,kidneybeans,0.76
61.5,32.9,38.3,27.2,68.0,6.73,2853.0,Kerala,kidneybeans,0.76
36.9,19.8,22.1,22.9,79.3,7.48,2921.1,Kerala,pigeonpeas,0.76
63.6,44.8,41.3,26.8,75.4,7.23,3271.1,Kerala,pigeonpeas,0.76
26.3,27.7,37.2,24.1,89.0,6.14,3324.8,Kerala,pigeonpeas,0.76
83.8,42.6,50.3,30.3,80.5,6.09,3011.7,Kerala,pigeonpeas,0.76
77.2,41.7,24.2,24.6,84.4,6.46,3295.9,Kerala,pigeonpeas,0.76
32.3,46.1,54.9,33.8,81.8,6.75,3085.5,Kerala,pigeonpeas,0.76
63.9,38.8,44.4,19.4,90.5,6.56,2966.6,Kerala,pigeonpeas,0.76
100.9,31.9,36.0,33.0,78.3,6.22,2977.9,Kerala,pigeonpeas,0.76
76.8,42.5,27.1,25.4,80.1,6.46,3063.9,Kerala,pigeonpeas,0.76
68.4,18.7,50.6,27.8,96.1,6.72,3165.2,Kerala,pigeonpeas,0.76
69.3,56.2,45.2,26.7,100.0,6.94,3086.1,Kerala,mothbeans,0.38
34.5,24.5,42.9,27.4,80.1,6.57,3238.3,Kerala,mothbeans,0.38
73.9,26.3,38.9,24.6,81.9,6.29,2928.4,Kerala,mothbeans,0.38
34.9,38.5,34.4,18.2,100.0,7.04,2943.6,Kerala,mothbeans,0.38
60.4,25.9,57.0,32.7,86.3,7.01,3026.3,Kerala,mothbeans,0.38
33.3,35.1,41.3,25.6,83.3,6.45,2987.9,Kerala,mothbeans,0.38
61.0,27.3,32.8,23.1,92.8,5.45,3173.0,Kerala,mothbeans,0.38
87.7,36.4,14.0,25.9,84.5,5.99,2922.7,Kerala,mothbeans,0.38
90.6,48.0,30.8,22.2,82.4,6.39,3074.4,Kerala,mothbeans,0.38
49.3,46.1,59.4,29.4,84.6,6.41,2946.5,Kerala,mothbeans,0.38
34.4,38.7,35.4,27.2,81.0,5.81,3048.4,Kerala,mungbean,0.66
24.5,50.0,30.7,30.7,78.0,7.36,2737.9,Kerala,mungbean,0.66
28.5,49.8,28.6,28.3,95.2,5.39,3075.4,Kerala,mungbean,0.66
5.1,35.3,48.0,25.3,75.6,6.4,3310.2,Kerala,mungbean,0.66
10.3,34.5,47.0,32.6,84.2,5.88,3314.4,Kerala,mungbean,0.66
37.8,51.8,28.5,26.9,83.7,6.67,3217.7,Kerala,mungbean,0.66
32.0,34.2,46.0,27.9,90.5,7.23,2833.3,Kerala,mungbean,0.66
24.7,39.7,22.5,28.0,100.0,5.58,2995.2,Kerala,mungbean,0.66
30.1,46.2,34.1,23.1,86.9,6.12,2671.5,Kerala,mungbean,0.66
34.6,54.6,35.4,27.7,93.6,6.61,3135.6,Kerala,mungbean,0.66
54.1,55.7,43.2,27.6,74.8,6.64,2875.2,Kerala,blackgram,0.57
47.2,30.2,29.3,33.4,95.7,7.46,2816.6,Kerala,blackgram,0.57
61.4,24.5,33.0,24.2,94.9,6.3,3160.3,Kerala,blackgram,0.57
72.1,67.6,25.2,30.8,94.2,6.01,3151.1,Kerala,blackgram,0.57
66.7,37.3,31.8,24.8,100.0,6.5,3117.3,Kerala,blackgram,0.57
44.2,30.6,50.8,23.0,81.7,6.52,3016.7,Kerala,blackgram,0.57
56.4,44.7,46.9,29.2,77.1,6.36,3179.2,Kerala,blackgram,0.57
77.9,23.5,43.5,21.1,85.4,7.45,2857.8,Kerala,blackgram,0.57
43.3,49.2,24.6,25.1,89.8,6.18,2964.6,Kerala,blackgram,0.57
74.9,45.1,42.7,26.0,88.0,6.44,3068.7,Kerala,blackgram,0.57
21.0,43.2,27.1,26.9,78.5,5.94,3038.8,Kerala,lentil,0.76
26.7,52.8,31.6,28.2,89.4,6.72,2876.2,Kerala,lentil,0.76
26.2,48.6,35.1,20.7,86.3,7.61,2946.0,Kerala,lentil,0.76
19.2,48.7,37.5,30.6,74.9,6.87,3088.6,Kerala,lentil,0.76
23.9,48.4,43.2,29.6,75.9,6.91,2990.3,Kerala,lentil,0.76
25.6,45.7,33.8,30.6,84.3,5.94,2941.0,Kerala,lentil,0.76
26.4,57.3,39.8,24.4,100.0,6.63,3191.3,Kerala,lentil,0.76
23.8,50.3,41.7,30.7,93.5,6.94,2952.7,Kerala,lentil,0.76
20.4,48.3,42.5,26.3,93.5,7.23,2862.6,Kerala,lentil,0.76
18.3,43.6,37.5,25.4,95.8,6.71,3005.9,Kerala,lentil,0.76
31.3,24.2,42.8,20.6,93.1,6.42,3486.5,Kerala,pomegranate,9.5
106.2,37.8,38.9,30.0,98.6,5.68,2732.0,Kerala,pomegranate,9.5
47.6,47.0,45.0,30.2,75.4,5.34,3128.7,Kerala,pomegranate,9.5
43.4,15.8,41.5,29.4,84.0,6.27,2976.1,Kerala,pomegranate,9.5
52.6,23.8,32.9,28.6,87.6,6.58,2850.7,Kerala,pomegranate,9.5
56.4,13.9,41.8,31.3,73.2,6.21,3049.4,Kerala,pomegranate,9.5
85.1,34.6,33.1,21.1,85.8,7.52,3041.6,Kerala,pomegranate,9.5
59.6,43.9,39.9,24.6,91.6,6.61,3002.6,Kerala,pomegranate,9.5
40.5,55.6,46.6,25.3,93.0,6.25,2882.7,Kerala,pomegranate,9.5
44.8,18.7,44.7,21.5,75.2,5.46,2987.1,Kerala,pomegranate,9.5
57.0,36.1,29.6,23.5,88.7,6.22,3047.5,Kerala,banana,33.25
42.3,42.2,53.0,28.8,81.7,6.63,2963.9,Kerala,banana,33.25
60.2,36.1,38.4,27.6,77.1,5.99,2791.7,Kerala,banana,33.25
28.0,25.4,41.6,24.3,89.1,6.52,2704.7,Kerala,banana,33.25
73.1,49.7,30.1,28.3,78.1,6.55,2810.3,Kerala,banana,33.25
24.1,35.4,38.8,25.8,75.5,6.3,3040.4,Kerala,banana,33.25
59.1,42.2,33.3,30.5,75.6,6.74,3177.3,Kerala,banana,33.25
69.6,37.6,34.7,30.1,73.6,6.01,2940.4,Kerala,banana,33.25
84.8,44.6,30.3,26.1,80.1,6.15,3146.8,Kerala,banana,33.25
32.6,59.3,48.3,30.3,81.3,6.43,2785.0,Kerala,banana,33.25
49.5,45.9,53.0,23.7,82.1,6.42,2790.6,Kerala,mango,7.6
71.8,31.3,38.0,25.6,78.7,6.5,2967.7,Kerala,mango,7.6
52.6,31.3,43.2,32.0,86.1,7.0,2791.5,Kerala,mango,7.6
63.2,26.8,25.2,24.8,94.5,6.98,3036.5,Kerala,mango,7.6
29.3,37.6,43.0,27.5,70.2,6.05,2990.4,Kerala,mango,7.6
70.7,13.6,38.4,27.4,91.8,6.85,3087.4,Kerala,mango,7.6
44.0,17.1,36.1,30.0,96.1,6.86,3064.4,Kerala,mango,7.6
67.6,33.3,38.7,32.0,77.5,7.31,2951.7,Kerala,mango,7.6
86.5,23.1,45.9,24.8,73.7,6.61,3151.4,Kerala,mango,7.6
43.1,22.0,39.1,26.7,89.4,6.97,2991.1,Kerala,mango,7.6
97.1,42.7,36.5,22.2,82.9,6.33,3144.0,Kerala,grapes,19.0
69.2,25.8,41.7,29.0,97.2,6.94,3114.1,Kerala,grapes,19.0
61.2,44.7,52.5,23.0,82.2,6.11,3056.9,Kerala,grapes,19.0
84.6,32.8,16.1,25.8,92.3,6.77,3064.2,Kerala,grapes,19.0
54.4,24.7,45.2,24.5,100.0,6.79,2912.9,Kerala,grapes,19.0
47.8,38.9,37.6,30.4,86.5,6.13,3283.6,Kerala,grapes,19.0
61.0,49.2,33.9,28.1,87.5,5.56,3302.3,Kerala,grapes,19.0
85.8,35.2,29.0,28.0,85.7,6.68,3028.7,Kerala,grapes,19.0
70.1,57.4,45.7,23.9,95.9,7.32,3472.8,Kerala,grapes,19.0
37.5,42.9,19.2,28.7,80.6,7.46,2883.8,Kerala,grapes,19.0
26.2,34.3,20.2,29.3,68.5,6.51,2688.3,Kerala,watermelon,23.75
53.6,59.7,43.6,24.4,84.8,6.51,3070.9,Kerala,watermelon,23.75
32.7,47.1,13.0,25.1,81.1,6.82,3003.4,Kerala,watermelon,23.75
31.9,28.2,42.0,26.8,80.4,6.26,3104.4,Kerala,watermelon,23.75
49.6,38.9,61.7,22.7,70.2,6.89,2898.2,Kerala,watermelon,23.75
53.6,30.6,37.4,31.8,91.4,6.93,2787.6,Kerala,watermelon,23.75
37.0,5.9,31.9,29.9,89.1,6.39,2996.7,Kerala,watermelon,23.75
46.2,42.5,47.7,22.2,87.4,6.97,2937.7,Kerala,watermelon,23.75
74.0,73.8,39.0,28.2,79.1,6.59,3069.0,Kerala,watermelon,23.75
63.9,27.8,42.1,31.4,88.6,6.98,2964.4,Kerala,watermelon,23.75
75.0,43.4,30.5,28.0,77.1,6.18,3028.4,Kerala,muskmelon,11.4
65.9,25.7,50.5,28.7,79.4,5.73,2978.3,Kerala,muskmelon,11.4
51.1,41.4,36.4,21.0,81.9,6.35,3095.0,Kerala,muskmelon,11.4
46.0,60.1,20.9,30.9,83.2,6.93,3012.0,Kerala,muskmelon,11.4
82.8,35.4,29.0,31.3,84.1,6.61,3185.2,Kerala,muskmelon,11.4
39.4,47.1,34.1,26.6,85.6,5.75,2883.2,Kerala,muskmelon,11.4
87.0,50.6,39.4,27.7,82.6,7.18,2969.9,Kerala,muskmelon,11.4
64.6,53.8,32.2,31.7,72.8,7.31,2944.1,Kerala,muskmelon,11.4
55.1,17.3,35.5,23.9,80.1,6.43,3143.7,Kerala,muskmelon,11.4
64.2,43.7,29.0,24.4,99.4,6.13,3248.4,Kerala,muskmelon,11.4
55.1,40.0,50.7,30.8,84.1,6.31,2991.6,Kerala,apple,11.4
66.8,50.7,40.0,28.9,98.1,6.69,3046.7,Kerala,apple,11.4
29.6,8.4,43.9,26.7,80.9,6.62,2990.9,Kerala,apple,11.4
82.6,41.0,32.5,30.0,83.3,6.76,2928.4,Kerala,apple,11.4
47.0,41.0,40.1,28.4,82.9,5.58,2935.1,Kerala,apple,11.4
75.9,36.4,37.5,30.0,79.3,5.73,2975.9,Kerala,apple,11.4
50.3,28.4,38.2,28.5,84.9,6.65,3272.0,Kerala,apple,11.4
53.1,43.3,34.9,24.5,80.3,6.26,3053.9,Kerala,apple,11.4
107.0,31.4,35.8,26.8,88.2,6.63,3192.6,Kerala,apple,11.4
11.5,11.4,35.0,30.3,72.5,5.0,3085.7,Kerala,apple,11.4
64.9,26.9,30.1,24.1,85.9,6.19,3074.1,Kerala,orange,9.5
2.9,29.7,28.7,26.2,80.7,6.9,2721.1,Kerala,orange,9.5
60.9,46.7,58.6,25.6,87.6,5.6,2641.2,Kerala,orange,9.5
76.9,39.9,51.8,22.9,89.2,7.43,3063.0,Kerala,orange,9.5
65.5,40.1,24.3,31.1,80.1,6.75,2765.5,Kerala,orange,9.5
36.4,57.2,36.5,31.4,84.4,5.58,3133.8,Kerala,orange,9.5
48.2,48.4,40.3,22.4,86.3,7.6,3073.9,Kerala,orange,9.5
58.8,52.9,42.1,27.6,76.3,6.62,3155.3,Kerala,orange,9.5
43.3,57.1,39.1,24.3,93.0,6.36,3113.9,Kerala,orange,9.5
54.2,39.3,44.9,27.9,69.0,5.94,3139.4,Kerala,orange,9.5
57.4,33.7,26.4,23.8,68.8,6.45,2910.2,Kerala,papaya,38.0
40.7,39.2,43.6,33.3,72.9,7.08,3146.0,Kerala,papaya,38.0
44.4,42.4,35.4,27.6,97.1,6.8,3076.3,Kerala,papaya,38.0
51.4,22.2,37.9,30.6,72.8,5.97,3018.9,Kerala,papaya,38.0
40.3,30.5,35.8,22.9,77.2,6.85,2803.9,Kerala,papaya,38.0
28.0,32.4,47.3,26.4,81.3,6.52,2738.1,Kerala,papaya,38.0
69.9,44.6,35.9,30.0,76.0,7.06,3023.2,Kerala,papaya,38.0
53.3,39.8,38.9,30.7,76.4,6.12,3155.4,Kerala,papaya,38.0
48.1,50.8,57.0,25.8,90.5,5.92,3113.2,Kerala,papaya,38.0
